season,steps,available_mwh,curtailed_mwh,rating_mean_a,loading_mean_pct,loading_max_pct,t_air_mean_c,pcc_peak_mw,curtailed_pct
winter,2880,88408.62852500001,0.0,1600.0,34.7723056253808,56.493550143689866,,138.6372909982609,0.0
