season,steps,available_mwh,curtailed_mwh,rating_mean_a,loading_mean_pct,loading_max_pct,t_air_mean_c,pcc_peak_mw,curtailed_pct
winter,2880,119139.452475,0.0,1600.0,50.38439448744959,88.3827027168809,,230.86366447031432,0.0
