season,steps,available_mwh,curtailed_mwh,rating_mean_a,loading_mean_pct,loading_max_pct,t_air_mean_c,pcc_peak_mw,curtailed_pct
winter,2880,47891.950500000006,0.0,1863.0662927475157,14.53652508748173,30.598664505626765,-11.38989236111111,58.94491503442965,0.0
