season,steps,available_mwh,curtailed_mwh,rating_mean_a,loading_mean_pct,loading_max_pct,t_air_mean_c,pcc_peak_mw,curtailed_pct
winter,2880,119084.99265,0.0,1863.0662927475157,40.4310151724374,83.60693400301578,-11.38989236111111,197.84317176053554,0.0
