season,steps,available_mwh,curtailed_mwh,rating_mean_a,loading_mean_pct,loading_max_pct,t_air_mean_c,pcc_peak_mw,curtailed_pct
winter,2880,119084.99265,24854.464694833052,800.0,73.66635416418657,99.99999501381093,,121.3766715890114,20.871198076051652
