season,steps,available_mwh,curtailed_mwh,rating_mean_a,loading_mean_pct,loading_max_pct,t_air_mean_c,pcc_peak_mw,curtailed_pct
winter,2880,119084.99265,0.0,1600.0,48.44712268433999,78.49983939935672,,202.18379727545263,0.0
