season,steps,available_mwh,curtailed_mwh,rating_mean_a,loading_mean_pct,loading_max_pct,t_air_mean_c,pcc_peak_mw,curtailed_pct
winter,2880,88408.62852500001,0.0,1863.0662927475157,29.07898830652409,60.0361991806248,-11.38989236111111,136.44527304259546,0.0
