season,steps,available_mwh,curtailed_mwh,rating_mean_a,loading_mean_pct,loading_max_pct,t_air_mean_c,pcc_peak_mw,curtailed_pct
winter,2880,47891.950500000006,0.0,1232.1667983848415,22.58608426701445,40.66415304809528,-11.38989236111111,58.94491503442965,0.0
