season,steps,available_mwh,curtailed_mwh,rating_mean_a,loading_mean_pct,loading_max_pct,t_air_mean_c,pcc_peak_mw,curtailed_pct
winter,2880,119139.452475,24890.84794255261,800.0,73.68090594455307,99.99999950967751,,121.37667158901561,20.892196015233207
