time,binding_all_after,curtail_cause,curtailed_total_mw,margin_after,residual_class,viol_L1,viol_L2,viol_L3,viol_L4,worst_corridor_pct,worst_dso_trafo_pct,worst_plant_pct,pcc_p_mw,available_total_mw
2024-01-01 17:45:00+00:00,L2:SUB_B=0.001723,none,0.0,0.0,none,0,1,0,0,92.21584763321657,56.52644774461425,83.16180388563443,134.88682524601114,240.4835
2024-01-01 18:15:00+00:00,L2:SUB_B=0.00346,none,0.0,0.0,none,0,1,0,0,95.30485301273373,56.58435039281432,83.7562167371661,141.02742427483156,247.3054
2024-01-01 18:45:00+00:00,L2:SUB_B=0.003457,none,0.0,0.0,none,0,1,0,0,95.4605515437946,56.58423410840967,83.75494686174633,141.01489568144746,247.29149999999998
2024-01-01 19:00:00+00:00,L2:SUB_B=0.003626,none,0.0,0.0,none,0,1,0,0,95.83038020217428,56.58984722492829,83.81624125110123,141.61846508289693,247.9612
2024-01-01 19:15:00+00:00,L2:SUB_B=0.003528,none,0.0,0.0,none,0,1,0,0,95.85352300335344,56.58659843555657,83.78076604277365,141.26914207061336,247.5736
2024-01-01 19:30:00+00:00,L2:SUB_B=0.003555,none,0.0,0.0,none,0,1,0,0,96.09095347445817,56.587491010212446,83.79051302880148,141.36484426525743,247.6798
2024-01-01 19:45:00+00:00,L2:SUB_B=0.003647,none,0.0,0.0,none,0,1,0,0,96.44351205649622,56.59053183039725,83.82370711400178,141.6973532892509,248.0485
2024-01-02 06:15:00+00:00,L2:SUB_B=0.002555,none,0.0,0.0,none,0,1,0,0,98.51394162678723,56.5564236821607,83.42636810244069,137.70732491709435,243.6173
2024-01-02 07:30:00+00:00,L2:SUB_B=0.001392,none,0.0,0.0,none,0,1,0,0,95.84312418011588,56.51440028201121,83.05725977330574,133.71902265415477,239.1893
2024-01-02 07:45:00+00:00,L2:SUB_B=0.002851,none,0.0,0.0,none,0,1,0,0,98.16794874303868,56.567107857283006,83.51968023552917,138.69733536591244,244.7177
2024-01-04 15:30:00+00:00,L2:SUB_B=0.00373,none,0.0,0.0,none,0,1,0,0,98.46661982317649,56.59328638881457,83.85366098242984,142.01266022900822,248.39749999999998
2024-01-04 16:00:00+00:00,L2:SUB_B=0.003731,none,0.0,0.0,none,0,1,0,0,98.57750972926286,56.59330622297747,83.85387617357335,142.01491849844163,248.39999999999998
2024-01-04 16:15:00+00:00,L2:SUB_B=0.003702,none,0.0,0.0,none,0,1,0,0,98.54484489906504,56.59234634043112,83.84345389992819,141.90543143398125,248.2788
2024-01-04 16:30:00+00:00,L2:SUB_B=0.003656,none,0.0,0.0,none,0,1,0,0,98.4805960539005,56.590826448370855,83.82691739921235,141.73123797411745,248.086
2024-01-04 16:45:00+00:00,L2:SUB_B=0.003612,none,0.0,0.0,none,0,1,0,0,98.41893558407399,56.58936131403972,83.81093701720792,141.56234476275483,247.89909999999998
2024-01-04 17:00:00+00:00,L2:SUB_B=0.003463,none,0.0,0.0,none,0,1,0,0,98.18226238963415,56.58445577877463,83.75736760849037,141.03878122049016,247.31799999999998
2024-01-04 18:15:00+00:00,L2:SUB_B=0.003731,none,0.0,0.0,none,0,1,0,0,98.1733198111418,56.593306222984396,83.85387617357706,142.0149184984382,248.39999999999998
2024-01-04 18:45:00+00:00,L2:SUB_B=0.003731,none,0.0,0.0,none,0,1,0,0,98.48111760281017,56.593306222974164,83.85387617357051,142.01491849844697,248.39999999999998
2024-01-04 19:00:00+00:00,L2:SUB_B=0.003731,none,0.0,0.0,none,0,1,0,0,98.63623132718155,56.59330622298131,83.85387617357448,142.01491849844473,248.39999999999998
2024-01-04 19:15:00+00:00,L2:SUB_B=0.003731,none,0.0,0.0,none,0,1,0,0,98.61542072736674,56.59330622297486,83.85387617357092,142.0149184984413,248.39999999999998
2024-01-04 19:30:00+00:00,L2:SUB_B=0.003731,none,0.0,0.0,none,0,1,0,0,98.59462479314811,56.59330622298451,83.8538761735751,142.01491849843387,248.39999999999998
2024-01-04 19:45:00+00:00,L2:SUB_B=0.003731,none,0.0,0.0,none,0,1,0,0,98.57384350712749,56.59330622297155,83.85387617356888,142.01491849843956,248.39999999999998
2024-01-04 23:30:00+00:00,L2:SUB_B=0.003638,none,0.0,0.0,none,0,1,0,0,98.27635294752584,56.59022655854464,83.82037907391691,141.66220230490842,248.00959999999998
2024-01-05 00:00:00+00:00,L2:SUB_B=0.003275,none,0.0,0.0,none,0,1,0,0,97.88489796987888,56.579635718515476,83.70634343446126,142.28976207433894,247.41789999999997
2024-01-05 00:30:00+00:00,L2:SUB_B=0.0003006,none,0.0,0.0,none,0,1,0,0,94.47716448979062,52.5812603285884,82.75137525311276,137.15085543669076,237.8869
2024-01-05 06:15:00+00:00,L2:SUB_B=0.0007974,corridor,0.9735459132344184,0.0,none,0,1,0,0,99.95667453198507,56.306582974245735,83.55527906319516,141.6558687221928,248.39999999999998
2024-01-05 06:45:00+00:00,L2:SUB_B=0.001036,corridor,0.3669391010038673,0.0,none,0,1,0,0,99.8316037605681,56.31645460888301,83.59174224512678,141.80004150009853,248.39999999999998
2024-01-05 07:00:00+00:00,L2:SUB_B=0.001069,corridor,0.24603596934684838,0.0,none,0,1,0,0,99.68562287977055,56.31804289591884,83.59489717615654,141.90835242388096,248.39999999999998
2024-01-05 07:15:00+00:00,L2:SUB_B=0.001068,corridor,0.24783546624840846,0.0,none,0,1,0,0,99.68608702321264,56.318019473641954,83.59485040701846,141.90674031272624,248.39999999999998
