season,steps,available_mwh,curtailed_mwh,rating_mean_a,loading_mean_pct,loading_max_pct,t_air_mean_c,pcc_peak_mw,curtailed_pct
winter,2880,88408.62852500001,3043.402254760583,800.0,66.62748638056708,99.9999981029389,,119.77035035474113,3.442426724106433
