season,steps,available_mwh,curtailed_mwh,rating_mean_a,loading_mean_pct,loading_max_pct,t_air_mean_c,pcc_peak_mw,curtailed_pct
winter,2880,47891.950500000006,0.0,800.0,34.72948735444191,58.21041473408236,,58.94491503442965,0.0
