season,steps,available_mwh,curtailed_mwh,rating_mean_a,loading_mean_pct,loading_max_pct,t_air_mean_c,pcc_peak_mw,curtailed_pct
winter,2880,119139.452475,0.0,1863.0662927475157,40.45196024102785,83.60693400301702,-11.38989236111111,197.84317176053617,0.0
